payment_id,invoice_id,customer_id,payment_date,payment_amount,payment_mode,days_to_pay,on_time_flag
5261,INV-06039,CUS-0402,2022-12-29,19645.39,CHEQUE,26,True
5262,INV-06040,CUS-0097,2024-05-20,4123.74,NEFT,59,True
5263,INV-06041,CUS-0475,2022-10-23,8422.73,CHEQUE,45,True
5264,INV-06042,CUS-0004,2023-12-03,2238.2,ONLINE,43,True
5265,INV-06043,CUS-0372,2023-09-27,5477.55,ONLINE,60,False
5266,INV-06044,CUS-0142,2023-09-23,3237.66,ONLINE,25,True
5267,INV-06045,CUS-0473,2023-08-24,974.43,CHEQUE,28,True
5268,INV-06047,CUS-0386,2023-12-14,445.94,CHEQUE,56,True
5269,INV-06048,CUS-0111,2024-03-22,4118.38,RTGS,44,True
5270,INV-06049,CUS-0242,2022-12-07,2756.98,NEFT,27,True
5271,INV-06050,CUS-0172,2023-12-12,1870.49,RTGS,72,False
5272,INV-06051,CUS-0338,2024-02-15,2563.97,CHEQUE,57,True
5273,INV-06052,CUS-0041,2022-08-18,21664.26,CHEQUE,28,True
5274,INV-06053,CUS-0309,2023-06-01,12154.43,ONLINE,56,True
5275,INV-06055,CUS-0214,2023-12-09,3872.41,ONLINE,25,True
5276,INV-06056,CUS-0111,2022-10-07,1955.05,CHEQUE,41,True
5277,INV-06058,CUS-0123,2023-06-01,3631.07,RTGS,40,True
5278,INV-06059,CUS-0190,2023-05-26,733.04,ONLINE,45,True
5279,INV-06060,CUS-0235,2023-06-13,2974.97,ONLINE,70,False
5280,INV-06062,CUS-0473,2022-09-18,7312.74,ONLINE,50,False
5281,INV-06063,CUS-0074,2024-03-18,46161.93,NEFT,26,True
5282,INV-06064,CUS-0017,2023-05-01,8400.92,NEFT,58,True
5283,INV-06065,CUS-0340,2024-05-09,1935.62,RTGS,59,True
5284,INV-06066,CUS-0250,2023-03-24,11572.22,RTGS,30,True
5285,INV-06067,CUS-0178,2023-04-21,18462.69,ONLINE,64,False
5286,INV-06068,CUS-0169,2023-07-16,856.81,ONLINE,29,True
5287,INV-06069,CUS-0163,2023-02-13,2430.94,CHEQUE,55,True
5288,INV-06070,CUS-0446,2022-08-17,3480.52,ONLINE,57,True
5289,INV-06071,CUS-0484,2022-12-31,130.52,NEFT,29,True
5290,INV-06072,CUS-0126,2023-01-07,3115.94,CHEQUE,58,True
5291,INV-06073,CUS-0456,2022-08-27,2570.48,ONLINE,57,True
5292,INV-06074,CUS-0067,2022-12-11,8701.03,CHEQUE,84,False
5293,INV-06075,CUS-0232,2022-08-16,1557.62,RTGS,28,True
5294,INV-06076,CUS-0097,2024-05-08,53955.03,RTGS,56,True
5295,INV-06077,CUS-0146,2023-09-04,1537.71,ONLINE,40,True
5296,INV-06078,CUS-0148,2024-01-23,20870.38,CHEQUE,58,True
5297,INV-06079,CUS-0005,2024-01-08,2307.62,CHEQUE,57,True
5298,INV-06080,CUS-0097,2022-11-07,27671.44,RTGS,56,True
5299,INV-06081,CUS-0268,2023-02-13,3028.97,ONLINE,28,True
5300,INV-06082,CUS-0382,2024-04-28,2689.86,NEFT,59,True
5301,INV-06085,CUS-0033,2023-03-05,42706.77,ONLINE,26,True
5302,INV-06086,CUS-0201,2022-08-15,903.73,RTGS,71,False
5303,INV-06089,CUS-0474,2022-11-02,10078.73,NEFT,57,True
5304,INV-06090,CUS-0060,2022-10-24,10359.13,CHEQUE,29,True
5305,INV-06091,CUS-0497,2023-02-11,833.56,ONLINE,27,True
5306,INV-06092,CUS-0338,2023-09-23,48918.44,RTGS,58,True
5307,INV-06093,CUS-0111,2024-05-01,8758.04,ONLINE,43,True
5308,INV-06094,CUS-0374,2024-02-15,8268.65,CHEQUE,58,True
5309,INV-06095,CUS-0126,2023-08-02,359.78,NEFT,57,True
5310,INV-06097,CUS-0101,2022-08-30,449.81,CHEQUE,27,True
5311,INV-06098,CUS-0139,2022-10-08,2855.59,RTGS,54,False
5312,INV-06099,CUS-0339,2023-08-06,36752.97,NEFT,45,True
5313,INV-06100,CUS-0252,2022-07-04,8633.63,CHEQUE,44,False
5314,INV-06101,CUS-0480,2023-07-13,580.69,CHEQUE,29,True
5315,INV-06102,CUS-0141,2022-09-14,11919.78,CHEQUE,55,True
5316,INV-06103,CUS-0383,2023-04-13,1553.79,NEFT,34,False
5317,INV-06104,CUS-0056,2024-04-08,2367.75,NEFT,30,True
5318,INV-06105,CUS-0010,2022-08-30,6469.13,RTGS,27,True
5319,INV-06106,CUS-0168,2023-07-02,225.12,NEFT,56,True
5320,INV-06107,CUS-0226,2023-09-03,467.29,ONLINE,29,True
5321,INV-06109,CUS-0393,2024-06-02,1966.2,RTGS,67,False
5322,INV-06110,CUS-0065,2023-12-04,632.69,ONLINE,26,True
5323,INV-06111,CUS-0146,2022-07-01,10163.64,NEFT,40,True
5324,INV-06112,CUS-0227,2023-05-27,21799.46,CHEQUE,29,True
5325,INV-06113,CUS-0174,2023-07-24,388.32,CHEQUE,55,True
5326,INV-06114,CUS-0186,2023-04-04,11573.93,ONLINE,45,True
5327,INV-06115,CUS-0196,2023-12-11,2636.32,NEFT,44,True
5328,INV-06118,CUS-0340,2024-02-25,106846.11,CHEQUE,60,True
5329,INV-06119,CUS-0051,2022-06-22,1944.1,NEFT,45,True
5330,INV-06120,CUS-0333,2022-06-01,3755.25,ONLINE,59,True
5331,INV-06121,CUS-0414,2024-05-15,3171.84,RTGS,57,True
5332,INV-06122,CUS-0004,2023-12-17,50440.15,RTGS,45,True
5333,INV-06124,CUS-0085,2023-03-04,2527.65,CHEQUE,60,True
5334,INV-06125,CUS-0104,2024-04-01,7412.73,ONLINE,60,True
5335,INV-06126,CUS-0157,2023-10-17,11302.41,RTGS,27,True
5336,INV-06127,CUS-0003,2024-02-03,35988.57,CHEQUE,45,True
5337,INV-06128,CUS-0245,2022-10-27,14173.54,ONLINE,74,False
5338,INV-06129,CUS-0428,2023-05-13,13213.91,ONLINE,43,True
5339,INV-06130,CUS-0138,2024-03-24,4574.18,ONLINE,74,False
5340,INV-06131,CUS-0485,2024-04-28,2264.12,ONLINE,76,False
5341,INV-06132,CUS-0060,2023-05-06,26598.65,CHEQUE,30,True
5342,INV-06133,CUS-0449,2024-03-06,15737.42,NEFT,58,False
5343,INV-06134,CUS-0421,2023-11-28,23630.93,NEFT,60,True
5344,INV-06135,CUS-0149,2022-09-16,58040.95,ONLINE,44,True
5345,INV-06136,CUS-0032,2023-10-17,4698.54,RTGS,55,True
5346,INV-06137,CUS-0312,2024-01-20,17902.25,NEFT,44,True
5347,INV-06138,CUS-0150,2024-02-17,2636.94,CHEQUE,43,True
5348,INV-06140,CUS-0077,2023-07-03,19444.16,RTGS,60,True
5349,INV-06141,CUS-0013,2023-12-20,8672.17,RTGS,30,True
5350,INV-06142,CUS-0338,2022-11-02,4307.87,CHEQUE,57,True
5351,INV-06143,CUS-0444,2024-04-30,4602.28,NEFT,82,False
5352,INV-06144,CUS-0223,2024-05-02,31390.06,NEFT,60,True
5353,INV-06145,CUS-0200,2023-01-14,2364.59,NEFT,28,True
5354,INV-06146,CUS-0204,2023-08-18,8767.76,ONLINE,44,True
5355,INV-06147,CUS-0284,2022-05-31,521.97,ONLINE,40,True
5356,INV-06148,CUS-0288,2022-08-30,2206.35,ONLINE,59,True
5357,INV-06149,CUS-0155,2022-08-06,1098.66,ONLINE,72,False
5358,INV-06150,CUS-0165,2024-02-28,1824.45,NEFT,30,True
5359,INV-06151,CUS-0054,2023-07-14,10637.55,ONLINE,28,True
5360,INV-06152,CUS-0441,2022-09-04,1342.09,ONLINE,25,True
5361,INV-06153,CUS-0438,2023-01-21,15721.12,NEFT,40,True
5362,INV-06154,CUS-0074,2023-06-28,50790.15,RTGS,29,True
5363,INV-06156,CUS-0364,2023-10-12,4885.95,NEFT,56,True
5364,INV-06157,CUS-0394,2023-06-03,6114.67,NEFT,41,True
5365,INV-06158,CUS-0307,2023-05-21,1453.3,RTGS,60,True
5366,INV-06159,CUS-0071,2022-07-25,18018.58,CHEQUE,40,True
5367,INV-06160,CUS-0351,2023-02-01,674.78,RTGS,56,True
5368,INV-06161,CUS-0115,2023-08-02,50861.13,RTGS,55,True
5369,INV-06163,CUS-0287,2024-03-15,357.12,NEFT,60,True
5370,INV-06164,CUS-0436,2022-07-20,3962.82,RTGS,25,True
5371,INV-06166,CUS-0181,2022-10-21,3276.5,CHEQUE,40,True
5372,INV-06167,CUS-0445,2023-08-12,1494.06,NEFT,43,True
5373,INV-06168,CUS-0102,2023-07-24,3937.1,RTGS,55,True
5374,INV-06169,CUS-0490,2023-09-30,6577.61,NEFT,40,True
5375,INV-06170,CUS-0497,2022-11-24,787.78,NEFT,57,False
5376,INV-06171,CUS-0001,2023-01-30,354.17,NEFT,90,False
5377,INV-06172,CUS-0257,2022-08-01,1003.98,NEFT,47,False
5378,INV-06174,CUS-0284,2022-05-25,846.77,NEFT,41,True
5379,INV-06175,CUS-0386,2022-08-24,766.06,NEFT,60,True
5380,INV-06176,CUS-0406,2023-11-26,24614.93,RTGS,65,False
5381,INV-06177,CUS-0195,2023-03-01,5743.75,ONLINE,43,True
5382,INV-06179,CUS-0425,2022-09-30,3558.42,RTGS,27,True
5383,INV-06180,CUS-0488,2024-04-26,721.61,ONLINE,64,False
5384,INV-06181,CUS-0144,2022-07-03,11942.58,ONLINE,25,True
5385,INV-06182,CUS-0400,2023-03-18,2989.68,CHEQUE,42,True
5386,INV-06184,CUS-0337,2023-06-29,15439.44,CHEQUE,58,True
5387,INV-06185,CUS-0055,2024-04-05,5392.18,RTGS,40,True
5388,INV-06186,CUS-0024,2023-03-06,587.24,NEFT,45,True
5389,INV-06187,CUS-0408,2023-05-13,29216.76,ONLINE,40,True
5390,INV-06188,CUS-0053,2023-04-15,762.56,NEFT,56,True
5391,INV-06189,CUS-0433,2023-04-25,4366.15,CHEQUE,27,True
5392,INV-06190,CUS-0230,2022-05-22,37238.15,CHEQUE,41,True
5393,INV-06191,CUS-0141,2023-05-20,2272.18,CHEQUE,58,True
5394,INV-06192,CUS-0081,2023-05-26,3269.15,RTGS,49,False
5395,INV-06193,CUS-0234,2022-07-27,16114.25,NEFT,30,True
5396,INV-06194,CUS-0244,2022-06-30,1231.76,NEFT,74,False
5397,INV-06195,CUS-0138,2023-09-01,8323.39,ONLINE,42,True
5398,INV-06197,CUS-0374,2024-05-09,7104.21,NEFT,55,True
5399,INV-06198,CUS-0281,2024-05-16,7798.01,NEFT,56,True
5400,INV-06199,CUS-0384,2023-12-19,23086.24,CHEQUE,42,True
5401,INV-06200,CUS-0199,2023-02-08,3154.35,ONLINE,43,True
5402,INV-06201,CUS-0158,2023-02-17,1834.06,ONLINE,30,True
5403,INV-06202,CUS-0319,2024-05-05,1229.4,RTGS,56,True
5404,INV-06203,CUS-0468,2023-02-28,6741.56,CHEQUE,27,True
5405,INV-06204,CUS-0201,2024-04-07,1286.87,RTGS,44,True
5406,INV-06205,CUS-0346,2023-09-13,7985.1,ONLINE,60,True
5407,INV-06206,CUS-0437,2022-10-13,5218.81,ONLINE,60,True
5408,INV-06207,CUS-0338,2023-01-09,6676.15,CHEQUE,55,True
5409,INV-06209,CUS-0117,2023-03-28,620.37,CHEQUE,49,False
5410,INV-06210,CUS-0113,2022-11-30,5576.52,CHEQUE,44,True
5411,INV-06211,CUS-0240,2022-08-24,26996.89,NEFT,59,True
5412,INV-06212,CUS-0316,2023-01-19,529.82,NEFT,43,True
5413,INV-06214,CUS-0395,2023-12-17,2464.11,ONLINE,43,True
5414,INV-06215,CUS-0212,2024-03-23,6356.98,ONLINE,58,True
5415,INV-06216,CUS-0389,2022-12-20,4329.87,RTGS,26,True
5416,INV-06217,CUS-0181,2023-04-23,396.52,NEFT,42,True
5417,INV-06218,CUS-0134,2023-11-07,1013.91,NEFT,56,True
5418,INV-06219,CUS-0367,2023-06-09,5565.1,CHEQUE,28,True
5419,INV-06220,CUS-0232,2023-05-16,536.3,CHEQUE,30,True
5420,INV-06221,CUS-0459,2023-12-10,1692.31,RTGS,27,True
5421,INV-06222,CUS-0480,2024-04-20,2881.2,NEFT,26,True
5422,INV-06223,CUS-0476,2023-08-02,11794.5,NEFT,56,True
5423,INV-06224,CUS-0379,2023-07-28,1469.39,ONLINE,44,True
5424,INV-06226,CUS-0223,2023-11-15,10219.02,NEFT,56,True
5425,INV-06227,CUS-0134,2023-02-26,1144.48,CHEQUE,57,True
5426,INV-06228,CUS-0107,2023-05-08,3951.34,ONLINE,42,True
5427,INV-06229,CUS-0337,2023-05-20,25738.1,RTGS,55,True
5428,INV-06230,CUS-0218,2023-11-18,6817.77,ONLINE,58,True
5429,INV-06233,CUS-0318,2022-06-03,83269.34,RTGS,56,True
5430,INV-06234,CUS-0412,2023-02-19,5717.71,ONLINE,31,False
5431,INV-06235,CUS-0248,2023-03-06,3287.67,ONLINE,28,True
5432,INV-06236,CUS-0106,2023-05-18,1544.1,ONLINE,60,True
5433,INV-06237,CUS-0047,2024-03-24,22163.42,NEFT,84,False
5434,INV-06238,CUS-0250,2023-12-18,13282.11,ONLINE,29,True
5435,INV-06239,CUS-0323,2022-11-22,1188.64,RTGS,28,True
5436,INV-06240,CUS-0216,2023-12-19,2293.03,RTGS,60,True
5437,INV-06241,CUS-0493,2023-03-26,2662.93,NEFT,29,True
5438,INV-06242,CUS-0364,2022-07-14,714.26,NEFT,57,True
5439,INV-06243,CUS-0306,2023-08-09,1336.72,NEFT,41,False
5440,INV-06244,CUS-0046,2023-11-28,1043.4,RTGS,28,True
5441,INV-06245,CUS-0284,2024-01-27,1430.95,CHEQUE,44,True
5442,INV-06247,CUS-0234,2022-08-11,4765.64,ONLINE,27,True
5443,INV-06248,CUS-0071,2022-08-04,8435.22,RTGS,49,False
5444,INV-06249,CUS-0431,2023-12-15,647.87,CHEQUE,68,False
5445,INV-06250,CUS-0462,2023-11-27,1186.0,NEFT,59,True
5446,INV-06251,CUS-0329,2023-07-07,21461.08,CHEQUE,66,False
5447,INV-06252,CUS-0253,2023-06-17,7051.91,CHEQUE,45,True
5448,INV-06253,CUS-0137,2024-02-15,9812.09,CHEQUE,57,True
5449,INV-06255,CUS-0171,2023-02-08,4854.83,NEFT,72,False
5450,INV-06256,CUS-0051,2024-01-20,4193.32,CHEQUE,45,True
5451,INV-06257,CUS-0414,2024-02-23,15521.81,CHEQUE,57,True
5452,INV-06258,CUS-0217,2023-03-07,1575.99,ONLINE,56,True
5453,INV-06259,CUS-0116,2022-04-30,1290.53,ONLINE,26,True
5454,INV-06260,CUS-0179,2022-11-28,49822.42,ONLINE,55,True
5455,INV-06261,CUS-0312,2023-07-06,78072.05,RTGS,43,True
5456,INV-06262,CUS-0324,2022-07-01,20406.93,NEFT,69,False
5457,INV-06263,CUS-0119,2023-06-16,582.86,RTGS,30,True
5458,INV-06264,CUS-0160,2023-06-02,6497.1,CHEQUE,42,True
5459,INV-06265,CUS-0310,2023-09-12,15711.37,RTGS,43,True
5460,INV-06266,CUS-0207,2022-12-14,4814.5,RTGS,89,False
5461,INV-06267,CUS-0224,2023-07-02,2006.33,RTGS,46,False
5462,INV-06268,CUS-0315,2023-03-23,2818.55,CHEQUE,59,True
5463,INV-06269,CUS-0405,2023-01-19,1592.57,NEFT,26,True
5464,INV-06270,CUS-0285,2023-04-24,2974.84,CHEQUE,42,True
5465,INV-06271,CUS-0366,2023-03-14,2129.97,ONLINE,26,True
5466,INV-06272,CUS-0032,2022-10-16,3142.71,ONLINE,57,True
5467,INV-06273,CUS-0464,2022-09-13,45653.73,ONLINE,44,True
5468,INV-06274,CUS-0499,2024-03-01,112.01,NEFT,59,True
5469,INV-06275,CUS-0464,2023-02-28,6226.77,NEFT,44,True
5470,INV-06276,CUS-0361,2022-09-06,24878.94,CHEQUE,25,True
5471,INV-06277,CUS-0182,2024-04-10,8300.12,CHEQUE,86,False
5472,INV-06278,CUS-0078,2023-04-09,1688.7,ONLINE,43,True
5473,INV-06279,CUS-0130,2022-09-28,2000.59,ONLINE,82,False
5474,INV-06281,CUS-0288,2023-10-20,2596.0,NEFT,58,True
5475,INV-06283,CUS-0215,2023-05-21,9717.33,ONLINE,25,True
5476,INV-06284,CUS-0019,2022-05-09,79631.5,RTGS,27,True
5477,INV-06285,CUS-0478,2022-12-11,2027.13,RTGS,29,True
5478,INV-06286,CUS-0438,2023-07-02,162322.6,NEFT,41,True
5479,INV-06287,CUS-0491,2023-10-12,8951.33,NEFT,40,True
5480,INV-06289,CUS-0414,2023-01-06,4082.11,NEFT,58,True
5481,INV-06290,CUS-0073,2023-05-11,10173.87,CHEQUE,28,True
5482,INV-06291,CUS-0206,2023-10-16,7863.99,CHEQUE,65,False
5483,INV-06292,CUS-0084,2023-11-19,5406.28,RTGS,56,True
5484,INV-06293,CUS-0242,2023-01-01,814.34,CHEQUE,29,True
5485,INV-06294,CUS-0170,2024-03-02,7444.04,CHEQUE,43,True
5486,INV-06295,CUS-0478,2022-11-26,9999.75,CHEQUE,29,True
5487,INV-06296,CUS-0133,2023-12-16,11953.86,NEFT,44,True
5488,INV-06297,CUS-0246,2023-12-16,6221.79,CHEQUE,34,False
5489,INV-06298,CUS-0453,2023-12-22,1100.63,ONLINE,25,True
5490,INV-06299,CUS-0295,2022-12-29,76513.39,ONLINE,43,True
5491,INV-06300,CUS-0309,2022-07-27,16309.41,NEFT,58,True
5492,INV-06301,CUS-0289,2022-05-31,2081.49,RTGS,46,False
5493,INV-06302,CUS-0495,2022-08-31,3051.32,ONLINE,58,True
5494,INV-06305,CUS-0121,2023-12-14,38882.34,NEFT,41,True
5495,INV-06306,CUS-0106,2022-11-29,3407.57,CHEQUE,56,True
5496,INV-06307,CUS-0441,2024-01-06,1595.27,NEFT,25,True
5497,INV-06308,CUS-0214,2024-02-16,653.12,ONLINE,29,True
5498,INV-06309,CUS-0100,2023-04-24,2034.58,NEFT,27,True
5499,INV-06310,CUS-0167,2022-10-02,5592.3,NEFT,29,True
5500,INV-06313,CUS-0336,2022-10-07,223.35,NEFT,64,False
5501,INV-06314,CUS-0135,2024-02-10,13659.29,RTGS,26,True
5502,INV-06315,CUS-0293,2023-07-16,1446.24,NEFT,43,True
5503,INV-06316,CUS-0441,2023-08-22,6248.71,CHEQUE,35,False
5504,INV-06317,CUS-0443,2023-12-04,434.55,ONLINE,43,True
5505,INV-06318,CUS-0452,2023-07-15,4913.25,NEFT,26,True
5506,INV-06319,CUS-0325,2024-04-07,32902.82,RTGS,26,True
5507,INV-06320,CUS-0078,2022-09-02,983.18,NEFT,45,True
5508,INV-06321,CUS-0372,2022-11-20,5226.38,RTGS,29,True
5509,INV-06324,CUS-0239,2023-07-09,8135.91,NEFT,43,True
5510,INV-06325,CUS-0128,2024-04-21,5902.66,NEFT,57,True
5511,INV-06327,CUS-0123,2023-04-23,2814.01,RTGS,43,True
5512,INV-06328,CUS-0361,2022-11-03,44042.88,RTGS,27,True
5513,INV-06329,CUS-0337,2024-04-27,4140.13,RTGS,72,False
5514,INV-06330,CUS-0190,2023-05-18,2160.37,ONLINE,42,True
5515,INV-06331,CUS-0462,2024-01-24,2228.05,ONLINE,57,True
5516,INV-06332,CUS-0388,2023-07-16,8291.72,ONLINE,28,True
5517,INV-06333,CUS-0260,2022-08-08,4403.11,NEFT,45,True
5518,INV-06334,CUS-0076,2023-11-03,33185.43,RTGS,56,True
5519,INV-06335,CUS-0141,2022-10-02,5606.37,NEFT,56,True
5520,INV-06336,CUS-0323,2023-12-06,1371.32,CHEQUE,30,True
5521,INV-06337,CUS-0376,2023-01-21,5164.26,RTGS,42,True
5522,INV-06338,CUS-0470,2023-01-26,6443.79,ONLINE,56,True
5523,INV-06339,CUS-0420,2024-03-18,1932.65,NEFT,40,True
5524,INV-06340,CUS-0054,2023-10-08,1395.38,RTGS,27,True
5525,INV-06341,CUS-0172,2024-04-12,12723.92,ONLINE,49,False
5526,INV-06342,CUS-0403,2023-06-06,30806.34,CHEQUE,45,True
5527,INV-06343,CUS-0381,2023-06-14,5101.8,NEFT,29,True
5528,INV-06344,CUS-0042,2024-02-19,43062.4,ONLINE,58,True
5529,INV-06345,CUS-0040,2023-03-03,95666.04,NEFT,43,True
5530,INV-06346,CUS-0254,2023-03-17,5297.37,CHEQUE,45,True
5531,INV-06347,CUS-0178,2022-06-14,5030.6,NEFT,41,True
5532,INV-06348,CUS-0273,2023-08-20,1332.57,CHEQUE,28,True
5533,INV-06349,CUS-0430,2022-06-22,2640.02,CHEQUE,55,True
5534,INV-06351,CUS-0391,2023-11-29,1515.83,ONLINE,75,False
5535,INV-06352,CUS-0464,2023-12-06,55220.14,NEFT,62,False
5536,INV-06353,CUS-0396,2023-07-01,34502.02,RTGS,47,False
5537,INV-06354,CUS-0220,2022-06-27,19155.7,CHEQUE,30,True
5538,INV-06355,CUS-0244,2023-04-11,14060.48,CHEQUE,45,True
5539,INV-06356,CUS-0166,2024-04-02,2512.79,ONLINE,40,True
5540,INV-06357,CUS-0070,2023-10-24,103594.17,NEFT,30,True
5541,INV-06359,CUS-0481,2024-04-29,76373.52,CHEQUE,45,True
5542,INV-06360,CUS-0276,2023-04-09,6762.9,CHEQUE,42,True
5543,INV-06361,CUS-0279,2023-03-02,3513.6,ONLINE,42,True
5544,INV-06362,CUS-0181,2024-02-05,5899.63,ONLINE,45,True
5545,INV-06363,CUS-0066,2023-08-14,18313.56,RTGS,45,True
5546,INV-06364,CUS-0398,2022-08-20,3082.16,RTGS,30,True
5547,INV-06365,CUS-0295,2023-04-26,2133.37,RTGS,45,True
5548,INV-06366,CUS-0126,2023-08-19,1286.13,CHEQUE,57,True
5549,INV-06367,CUS-0267,2022-10-11,6754.28,NEFT,71,False
5550,INV-06368,CUS-0140,2023-07-26,6873.78,ONLINE,29,True
5551,INV-06370,CUS-0105,2024-03-10,1226.45,ONLINE,41,True
5552,INV-06371,CUS-0166,2023-07-16,3785.02,RTGS,41,True
5553,INV-06372,CUS-0309,2023-07-13,22057.77,RTGS,56,True
5554,INV-06373,CUS-0154,2022-06-23,2411.24,ONLINE,60,True
5555,INV-06374,CUS-0414,2024-04-29,33943.84,ONLINE,60,True
5556,INV-06375,CUS-0227,2022-11-02,5264.25,NEFT,30,True
5557,INV-06376,CUS-0444,2022-07-20,1784.37,RTGS,59,True
5558,INV-06378,CUS-0258,2023-07-19,1950.05,ONLINE,25,True
5559,INV-06379,CUS-0438,2023-10-02,14183.52,NEFT,45,True
5560,INV-06380,CUS-0217,2022-11-05,856.7,NEFT,58,True
5561,INV-06381,CUS-0085,2023-02-10,12195.43,ONLINE,60,True
5562,INV-06382,CUS-0036,2023-10-26,1020.03,RTGS,30,True
5563,INV-06383,CUS-0037,2023-04-28,1096.86,RTGS,30,True
5564,INV-06384,CUS-0014,2024-04-28,3418.99,RTGS,55,True
5565,INV-06385,CUS-0368,2022-12-12,1950.52,CHEQUE,42,True
5566,INV-06386,CUS-0197,2023-04-25,16487.03,CHEQUE,26,True
5567,INV-06389,CUS-0124,2023-10-12,2254.07,CHEQUE,44,True
5568,INV-06390,CUS-0483,2023-08-10,3363.63,ONLINE,41,False
5569,INV-06392,CUS-0326,2024-04-02,1691.38,NEFT,59,True
5570,INV-06393,CUS-0089,2023-10-17,32539.93,RTGS,56,True
5571,INV-06394,CUS-0410,2022-08-26,7571.36,CHEQUE,44,True
5572,INV-06395,CUS-0226,2024-04-08,5485.91,CHEQUE,28,True
5573,INV-06397,CUS-0361,2024-02-25,1943.64,ONLINE,27,True
5574,INV-06398,CUS-0068,2023-09-19,6275.09,RTGS,41,True
5575,INV-06399,CUS-0064,2022-08-26,9820.99,RTGS,28,True
5576,INV-06400,CUS-0432,2023-07-11,469.58,ONLINE,68,False
5577,INV-06401,CUS-0030,2022-05-22,10721.37,CHEQUE,28,True
5578,INV-06402,CUS-0050,2024-04-06,12647.72,ONLINE,44,True
5579,INV-06403,CUS-0327,2024-03-04,5701.22,NEFT,30,True
5580,INV-06404,CUS-0139,2024-04-04,1067.69,CHEQUE,41,True
5581,INV-06405,CUS-0181,2023-11-15,1591.25,CHEQUE,44,True
5582,INV-06406,CUS-0227,2023-05-29,4917.84,CHEQUE,27,True
5583,INV-06408,CUS-0480,2024-01-23,3761.92,CHEQUE,29,True
5584,INV-06409,CUS-0365,2022-06-18,9468.63,CHEQUE,44,True
5585,INV-06410,CUS-0068,2022-07-19,1127.52,NEFT,41,True
5586,INV-06411,CUS-0148,2023-04-08,23198.49,CHEQUE,62,False
5587,INV-06412,CUS-0391,2022-12-21,2132.95,RTGS,42,True
5588,INV-06413,CUS-0062,2022-09-23,4429.27,RTGS,45,True
5589,INV-06414,CUS-0319,2024-01-06,4765.89,RTGS,57,True
5590,INV-06415,CUS-0477,2023-08-16,6236.28,RTGS,40,True
5591,INV-06416,CUS-0092,2023-09-15,2714.21,RTGS,26,True
5592,INV-06417,CUS-0356,2022-11-27,3070.61,RTGS,41,True
5593,INV-06418,CUS-0243,2023-07-18,7573.62,ONLINE,71,False
5594,INV-06419,CUS-0459,2022-12-26,2444.48,CHEQUE,28,True
5595,INV-06420,CUS-0187,2022-05-01,4119.55,ONLINE,25,True
5596,INV-06421,CUS-0437,2022-12-11,44758.7,CHEQUE,55,True
5597,INV-06422,CUS-0162,2023-06-22,1102.96,NEFT,25,True
5598,INV-06423,CUS-0130,2023-02-04,3790.61,NEFT,59,True
5599,INV-06424,CUS-0324,2022-10-17,21175.23,RTGS,41,True
5600,INV-06425,CUS-0368,2022-08-02,15746.0,CHEQUE,45,True
5601,INV-06426,CUS-0063,2023-11-07,9295.85,CHEQUE,40,True
5602,INV-06428,CUS-0409,2024-02-01,28284.45,NEFT,26,True
5603,INV-06430,CUS-0152,2023-02-18,4913.99,NEFT,44,True
5604,INV-06431,CUS-0422,2022-11-24,18510.01,CHEQUE,40,True
5605,INV-06432,CUS-0021,2022-10-09,437.05,ONLINE,26,True
5606,INV-06433,CUS-0429,2023-01-12,12577.32,RTGS,28,True
5607,INV-06434,CUS-0128,2023-08-26,526.04,ONLINE,58,True
5608,INV-06435,CUS-0211,2024-04-27,3540.79,ONLINE,59,True
5609,INV-06436,CUS-0104,2024-01-17,3912.81,CHEQUE,56,True
5610,INV-06437,CUS-0039,2023-04-19,2939.79,NEFT,45,True
5611,INV-06438,CUS-0019,2023-11-09,20898.7,RTGS,29,True
5612,INV-06439,CUS-0026,2024-04-21,2877.61,ONLINE,66,False
5613,INV-06442,CUS-0418,2023-12-03,61503.16,NEFT,30,True
5614,INV-06444,CUS-0370,2022-05-25,20480.07,ONLINE,40,True
5615,INV-06445,CUS-0014,2024-03-08,3507.14,RTGS,59,True
5616,INV-06446,CUS-0131,2022-11-07,446.64,CHEQUE,29,True
5617,INV-06447,CUS-0133,2022-12-11,66068.33,NEFT,69,False
5618,INV-06448,CUS-0015,2023-10-18,1398.64,CHEQUE,55,False
5619,INV-06449,CUS-0487,2023-02-09,2258.41,ONLINE,25,True
5620,INV-06450,CUS-0363,2022-12-08,1102.0,ONLINE,46,False
5621,INV-06451,CUS-0417,2022-12-10,3511.76,RTGS,30,True
5622,INV-06452,CUS-0492,2022-12-17,4721.96,RTGS,49,False
5623,INV-06453,CUS-0024,2022-07-27,1081.34,NEFT,40,True
5624,INV-06454,CUS-0450,2024-03-25,24340.95,ONLINE,59,True
5625,INV-06456,CUS-0408,2022-07-03,8430.05,RTGS,41,True
5626,INV-06457,CUS-0229,2023-05-19,2943.46,NEFT,26,True
5627,INV-06458,CUS-0440,2022-08-22,7485.63,CHEQUE,40,False
5628,INV-06459,CUS-0114,2023-11-06,4165.26,RTGS,40,True
5629,INV-06460,CUS-0328,2023-04-20,806.54,ONLINE,47,False
5630,INV-06461,CUS-0244,2024-05-19,14547.67,CHEQUE,62,False
