invoice_id,customer_id,invoice_date,due_date,payment_date,invoice_amount,paid_amount,outstanding_amount,days_overdue,aging_bucket,invoice_status,product_category,region
INV-04689,CUS-0185,2023-03-19,2023-05-18,,630.53,341.76,288.77,318,90+,PARTIAL,MAINTENANCE,EAST
INV-04690,CUS-0051,2022-09-20,2022-11-04,2022-11-02,3027.91,3027.91,0.0,0,PAID,PAID,HARDWARE,WEST
INV-04691,CUS-0351,2024-03-07,2024-05-06,2024-05-04,5720.06,5720.06,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-04692,CUS-0008,2022-08-07,2022-10-06,2022-10-02,5382.42,5382.42,0.0,0,PAID,PAID,SERVICES,EAST
INV-04693,CUS-0385,2022-12-21,2023-01-20,2023-01-17,7152.76,7152.76,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-04694,CUS-0449,2022-10-22,2022-11-21,2022-11-17,3468.17,3468.17,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-04695,CUS-0135,2023-06-24,2023-07-24,2023-07-20,2611.7,2611.7,0.0,0,PAID,PAID,SERVICES,WEST
INV-04696,CUS-0456,2022-08-01,2022-09-30,2022-09-30,387.72,387.72,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-04697,CUS-0350,2023-06-02,2023-08-01,,29757.45,9939.03,19818.42,243,90+,PARTIAL,SERVICES,WEST
INV-04698,CUS-0300,2022-04-21,2022-05-21,2022-05-24,2009.61,2009.61,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-04699,CUS-0359,2022-06-06,2022-07-06,2022-07-01,1488.12,1488.12,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-04700,CUS-0398,2023-08-08,2023-09-07,2023-09-05,3216.52,3216.52,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-04701,CUS-0273,2023-04-18,2023-05-18,2023-05-16,1559.86,1559.86,0.0,0,PAID,PAID,HARDWARE,WEST
INV-04702,CUS-0149,2022-10-24,2022-12-08,2022-12-05,3268.12,3268.12,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-04703,CUS-0490,2022-09-09,2022-10-24,2022-10-19,4513.34,4513.34,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-04704,CUS-0456,2023-08-01,2023-09-30,2023-09-28,10847.57,10847.57,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-04705,CUS-0248,2022-04-08,2022-05-08,2022-06-07,8401.62,8401.62,0.0,0,PAID,PAID,SERVICES,EAST
INV-04706,CUS-0147,2023-09-18,2023-11-17,2023-11-14,1898.83,1898.83,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-04707,CUS-0410,2024-02-05,2024-03-21,2024-03-21,42124.23,42124.23,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-04708,CUS-0146,2023-01-09,2023-02-23,2023-02-20,1809.73,1809.73,0.0,0,PAID,PAID,HARDWARE,WEST
INV-04709,CUS-0465,2024-01-07,2024-03-07,,898.88,557.86,341.02,24,CURRENT,PARTIAL,HARDWARE,EAST
INV-04710,CUS-0060,2024-03-10,2024-04-09,,5237.71,3340.58,1897.13,0,CURRENT,PARTIAL,SERVICES,NORTH
INV-04711,CUS-0262,2023-06-23,2023-08-22,,249.39,0.0,249.39,222,90+,OVERDUE,SOFTWARE,EAST
INV-04712,CUS-0190,2022-06-27,2022-08-11,2022-08-27,3807.36,3807.36,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-04713,CUS-0107,2023-08-30,2023-10-14,2023-10-24,17851.62,17851.62,0.0,0,PAID,PAID,HARDWARE,WEST
INV-04714,CUS-0374,2023-10-24,2023-12-23,2023-12-21,41622.2,41622.2,0.0,0,PAID,PAID,SOFTWARE,WEST
INV-04715,CUS-0324,2023-09-13,2023-10-28,2023-11-04,34965.22,34965.22,0.0,0,PAID,PAID,SERVICES,EAST
INV-04716,CUS-0451,2023-05-03,2023-06-17,2023-06-17,10791.21,10791.21,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-04717,CUS-0391,2023-07-13,2023-08-27,2023-08-23,1891.97,1891.97,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-04718,CUS-0341,2022-11-16,2022-12-16,,11668.78,6349.64,5319.14,471,90+,PARTIAL,SOFTWARE,NORTH
INV-04719,CUS-0299,2024-03-01,2024-04-30,,3014.24,1679.17,1335.07,0,CURRENT,PARTIAL,SERVICES,SOUTH
INV-04720,CUS-0322,2023-01-06,2023-02-20,,9625.16,6366.86,3258.3,405,90+,PARTIAL,MAINTENANCE,WEST
INV-04721,CUS-0349,2023-03-14,2023-04-13,2023-04-10,3147.29,3147.29,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-04722,CUS-0322,2023-05-09,2023-06-23,2023-06-20,6850.1,6850.1,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-04723,CUS-0071,2023-01-20,2023-03-06,2023-03-13,15255.68,15255.68,0.0,0,PAID,PAID,SERVICES,EAST
INV-04724,CUS-0234,2022-09-15,2022-10-15,2022-10-11,46090.91,46090.91,0.0,0,PAID,PAID,SERVICES,WEST
INV-04725,CUS-0447,2022-07-27,2022-09-10,2022-09-05,4448.28,4448.28,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-04726,CUS-0054,2023-06-09,2023-07-09,2023-07-04,695.61,695.61,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-04727,CUS-0129,2022-11-07,2022-12-07,2022-12-02,15147.51,15147.51,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-04728,CUS-0371,2022-04-06,2022-05-06,2022-05-30,20558.3,20558.3,0.0,0,PAID,PAID,HARDWARE,WEST
INV-04729,CUS-0105,2023-09-13,2023-10-28,2023-10-25,4033.01,4033.01,0.0,0,PAID,PAID,SERVICES,EAST
INV-04730,CUS-0255,2022-04-19,2022-06-03,2022-07-02,1112.83,1112.83,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-04731,CUS-0203,2023-07-21,2023-09-19,,665.72,303.07,362.65,194,90+,PARTIAL,MAINTENANCE,WEST
INV-04732,CUS-0391,2024-02-29,2024-04-14,2024-04-09,1664.09,1664.09,0.0,0,PAID,PAID,HARDWARE,WEST
INV-04733,CUS-0070,2022-12-14,2023-01-13,2023-01-10,10652.57,10652.57,0.0,0,PAID,PAID,SERVICES,EAST
INV-04734,CUS-0476,2023-08-29,2023-10-28,2023-10-26,38002.21,38002.21,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-04735,CUS-0380,2023-04-28,2023-06-12,2023-06-09,317.53,317.53,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-04736,CUS-0122,2022-12-06,2023-01-20,,14523.04,8911.38,5611.66,436,90+,PARTIAL,MAINTENANCE,WEST
INV-04737,CUS-0397,2022-04-19,2022-06-18,2022-06-14,526.6,526.6,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-04738,CUS-0243,2023-07-16,2023-08-30,2023-09-04,6792.15,6792.15,0.0,0,PAID,PAID,HARDWARE,WEST
INV-04739,CUS-0413,2023-10-26,2023-12-10,2023-12-10,1210.41,1210.41,0.0,0,PAID,PAID,SERVICES,WEST
INV-04740,CUS-0387,2023-12-17,2024-01-16,2024-01-16,70174.65,70174.65,0.0,0,PAID,PAID,HARDWARE,EAST
INV-04741,CUS-0285,2023-03-23,2023-05-07,2023-05-02,3409.0,3409.0,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-04742,CUS-0334,2024-01-23,2024-03-08,2024-03-29,3970.89,3970.89,0.0,0,PAID,PAID,HARDWARE,EAST
INV-04743,CUS-0266,2023-09-11,2023-10-11,2023-10-09,14541.82,14541.82,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-04744,CUS-0298,2023-01-14,2023-02-13,2023-02-11,725.99,725.99,0.0,0,PAID,PAID,SERVICES,EAST
INV-04745,CUS-0477,2024-01-11,2024-02-25,2024-02-23,1365.36,1365.36,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-04746,CUS-0016,2023-08-20,2023-10-19,2023-10-18,2801.44,2801.44,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-04747,CUS-0323,2023-01-28,2023-02-27,2023-02-27,815.4,815.4,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-04748,CUS-0357,2023-11-25,2023-12-25,2023-12-21,3138.69,3138.69,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-04749,CUS-0058,2022-12-30,2023-02-28,2023-03-27,495.13,495.13,0.0,0,PAID,PAID,SERVICES,EAST
INV-04750,CUS-0420,2022-10-02,2022-11-16,2022-11-12,3580.79,3580.79,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-04751,CUS-0250,2022-09-08,2022-10-08,2022-10-08,18384.36,18384.36,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-04752,CUS-0366,2022-09-30,2022-10-30,2022-10-28,972.4,972.4,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-04753,CUS-0293,2022-08-10,2022-09-24,2022-09-22,1973.63,1973.63,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-04754,CUS-0343,2023-11-29,2024-01-13,2024-01-30,3876.99,3876.99,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-04755,CUS-0286,2023-06-10,2023-07-25,2023-07-22,1454.68,1454.68,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-04756,CUS-0076,2023-11-30,2024-01-29,2024-01-28,14742.38,14742.38,0.0,0,PAID,PAID,HARDWARE,EAST
INV-04757,CUS-0051,2022-09-23,2022-11-07,2022-11-05,150.1,150.1,0.0,0,PAID,PAID,SERVICES,NORTH
INV-04758,CUS-0118,2022-11-23,2023-01-07,2023-01-06,38449.1,38449.1,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-04759,CUS-0052,2023-05-30,2023-07-29,2023-08-17,788.77,788.77,0.0,0,PAID,PAID,SOFTWARE,WEST
INV-04760,CUS-0327,2022-04-27,2022-05-27,2022-06-24,21531.29,21531.29,0.0,0,PAID,PAID,HARDWARE,EAST
INV-04761,CUS-0386,2023-01-23,2023-03-24,2023-03-19,896.0,896.0,0.0,0,PAID,PAID,SOFTWARE,WEST
INV-04762,CUS-0390,2024-03-11,2024-04-10,2024-04-13,1117.19,1117.19,0.0,0,PAID,PAID,SERVICES,NORTH
INV-04763,CUS-0175,2023-03-11,2023-05-10,2023-05-10,6913.87,6913.87,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-04764,CUS-0043,2022-11-12,2022-12-12,2022-12-10,11443.78,11443.78,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-04765,CUS-0195,2023-10-07,2023-11-21,2023-11-21,3333.21,3333.21,0.0,0,PAID,PAID,SERVICES,WEST
INV-04766,CUS-0284,2022-06-10,2022-07-25,2022-07-22,14354.97,14354.97,0.0,0,PAID,PAID,SERVICES,EAST
INV-04767,CUS-0113,2023-02-25,2023-04-11,2023-04-09,7737.36,7737.36,0.0,0,PAID,PAID,SERVICES,EAST
INV-04768,CUS-0188,2023-09-16,2023-10-31,2023-10-26,300.18,300.18,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-04769,CUS-0338,2022-08-11,2022-10-10,2022-10-08,32459.34,32459.34,0.0,0,PAID,PAID,HARDWARE,WEST
INV-04770,CUS-0077,2023-02-28,2023-04-29,2023-04-26,5729.21,5729.21,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-04771,CUS-0185,2022-08-31,2022-10-30,2022-10-29,4063.08,4063.08,0.0,0,PAID,PAID,SERVICES,NORTH
INV-04772,CUS-0035,2022-11-26,2023-01-10,2023-01-08,6278.87,6278.87,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-04773,CUS-0274,2022-05-21,2022-07-20,,50852.51,34996.59,15855.92,620,90+,PARTIAL,SERVICES,NORTH
INV-04774,CUS-0384,2023-12-18,2024-02-01,2024-01-28,18644.16,18644.16,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-04775,CUS-0441,2024-01-06,2024-02-05,2024-02-01,3478.38,3478.38,0.0,0,PAID,PAID,SERVICES,EAST
INV-04776,CUS-0147,2023-10-26,2023-12-25,2023-12-21,4209.77,4209.77,0.0,0,PAID,PAID,SERVICES,NORTH
INV-04777,CUS-0336,2023-02-09,2023-03-26,,6656.45,0.0,6656.45,371,90+,OVERDUE,MAINTENANCE,EAST
INV-04778,CUS-0302,2023-09-23,2023-10-23,2023-10-19,2236.14,2236.14,0.0,0,PAID,PAID,HARDWARE,WEST
INV-04779,CUS-0397,2024-01-27,2024-03-27,2024-03-23,3806.62,3806.62,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-04780,CUS-0137,2022-04-20,2022-06-19,2022-06-23,3172.64,3172.64,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-04781,CUS-0469,2023-11-27,2024-01-11,2024-01-06,7804.31,7804.31,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-04782,CUS-0075,2022-06-05,2022-08-04,,3600.48,1173.8,2426.68,605,90+,PARTIAL,SERVICES,WEST
INV-04783,CUS-0209,2023-06-16,2023-07-16,2023-07-15,8512.26,8512.26,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-04784,CUS-0023,2023-11-06,2024-01-05,2024-01-01,1146.02,1146.02,0.0,0,PAID,PAID,SERVICES,WEST
INV-04785,CUS-0046,2022-04-01,2022-05-01,,1690.9,1080.14,610.76,700,90+,PARTIAL,HARDWARE,SOUTH
INV-04786,CUS-0039,2022-09-09,2022-10-24,2022-10-22,3435.65,3435.65,0.0,0,PAID,PAID,SOFTWARE,WEST
INV-04787,CUS-0256,2022-04-28,2022-06-27,2022-06-27,402.47,402.47,0.0,0,PAID,PAID,SERVICES,WEST
INV-04788,CUS-0463,2022-04-24,2022-06-23,2022-06-23,21179.85,21179.85,0.0,0,PAID,PAID,SERVICES,EAST
INV-04789,CUS-0048,2023-03-05,2023-05-04,2023-05-04,2210.18,2210.18,0.0,0,PAID,PAID,HARDWARE,EAST
INV-04790,CUS-0136,2023-04-29,2023-06-13,2023-06-13,5956.91,5956.91,0.0,0,PAID,PAID,SERVICES,EAST
INV-04791,CUS-0295,2022-09-14,2022-10-29,2022-10-25,4749.03,4749.03,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-04792,CUS-0374,2022-12-30,2023-02-28,2023-02-23,33894.35,33894.35,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-04793,CUS-0214,2023-08-10,2023-09-09,2023-09-07,701.36,701.36,0.0,0,PAID,PAID,SERVICES,WEST
INV-04794,CUS-0131,2022-05-18,2022-06-17,2022-06-12,1302.69,1302.69,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-04795,CUS-0151,2024-01-11,2024-02-10,2024-02-08,4946.77,4946.77,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-04796,CUS-0048,2023-06-04,2023-08-03,2023-07-30,7051.66,7051.66,0.0,0,PAID,PAID,SERVICES,EAST
INV-04797,CUS-0130,2023-07-14,2023-09-12,2023-09-10,10830.64,10830.64,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-04798,CUS-0369,2022-06-28,2022-08-12,2022-08-12,106974.01,106974.01,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-04799,CUS-0068,2023-08-15,2023-09-29,2023-09-24,768.48,768.48,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-04800,CUS-0107,2024-03-17,2024-05-01,2024-04-26,5837.09,5837.09,0.0,0,PAID,PAID,HARDWARE,WEST
INV-04801,CUS-0487,2022-08-30,2022-09-29,2022-09-25,1681.53,1681.53,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-04802,CUS-0456,2022-04-23,2022-06-22,2022-06-19,79898.38,79898.38,0.0,0,PAID,PAID,SERVICES,WEST
INV-04803,CUS-0353,2023-12-08,2024-01-07,2024-01-04,206585.86,206585.86,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-04804,CUS-0214,2022-06-10,2022-07-10,2022-07-05,1565.19,1565.19,0.0,0,PAID,PAID,SERVICES,WEST
INV-04805,CUS-0037,2022-12-31,2023-01-30,2023-01-31,93.32,93.32,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-04806,CUS-0100,2023-05-26,2023-06-25,2023-06-20,4251.73,4251.73,0.0,0,PAID,PAID,SERVICES,WEST
INV-04807,CUS-0341,2023-06-25,2023-07-25,2023-07-21,5148.72,5148.72,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-04808,CUS-0326,2023-11-13,2024-01-12,2024-01-12,2090.82,2090.82,0.0,0,PAID,PAID,HARDWARE,WEST
INV-04809,CUS-0066,2023-02-03,2023-03-20,2023-04-09,7659.06,7659.06,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-04810,CUS-0245,2023-03-19,2023-05-18,,9444.62,0.0,9444.62,318,90+,OVERDUE,MAINTENANCE,NORTH
INV-04811,CUS-0219,2023-02-01,2023-04-02,2023-03-31,6915.12,6915.12,0.0,0,PAID,PAID,HARDWARE,EAST
INV-04812,CUS-0224,2024-01-09,2024-02-08,2024-02-03,5108.79,5108.79,0.0,0,PAID,PAID,HARDWARE,EAST
INV-04813,CUS-0189,2022-12-19,2023-02-02,2023-02-07,51554.84,51554.84,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-04814,CUS-0219,2023-03-24,2023-05-23,2023-05-19,17715.45,17715.45,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-04815,CUS-0113,2023-08-25,2023-10-09,2023-10-06,54221.8,54221.8,0.0,0,PAID,PAID,SERVICES,EAST
INV-04816,CUS-0226,2024-03-08,2024-04-07,2024-04-04,3447.73,3447.73,0.0,0,PAID,PAID,SERVICES,NORTH
INV-04817,CUS-0473,2022-10-29,2022-11-28,2022-11-28,14744.53,14744.53,0.0,0,PAID,PAID,SERVICES,WEST
INV-04818,CUS-0206,2023-06-23,2023-08-07,,26719.7,0.0,26719.7,237,90+,OVERDUE,SERVICES,SOUTH
INV-04819,CUS-0353,2023-12-01,2023-12-31,2023-12-28,4820.79,4820.79,0.0,0,PAID,PAID,SERVICES,EAST
INV-04820,CUS-0087,2023-02-09,2023-03-11,2023-03-10,8784.26,8784.26,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-04821,CUS-0299,2022-12-31,2023-03-01,2023-03-24,2367.35,2367.35,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-04822,CUS-0097,2022-05-08,2022-07-07,2022-07-07,4355.46,4355.46,0.0,0,PAID,PAID,MAINTENANCE,SOUTH
INV-04823,CUS-0048,2023-06-17,2023-08-16,2023-08-16,72066.14,72066.14,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-04824,CUS-0206,2023-07-25,2023-09-08,2023-09-09,11558.05,11558.05,0.0,0,PAID,PAID,SERVICES,WEST
INV-04825,CUS-0377,2024-03-28,2024-04-27,,5752.45,2754.77,2997.68,0,CURRENT,PARTIAL,HARDWARE,NORTH
INV-04826,CUS-0002,2024-01-18,2024-03-03,2024-03-03,3569.19,3569.19,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-04827,CUS-0028,2022-06-29,2022-08-13,2022-09-06,5704.94,5704.94,0.0,0,PAID,PAID,SERVICES,EAST
INV-04828,CUS-0038,2023-06-09,2023-07-09,2023-08-01,5414.28,5414.28,0.0,0,PAID,PAID,SERVICES,EAST
INV-04829,CUS-0499,2023-07-25,2023-09-23,2023-09-23,1891.43,1891.43,0.0,0,PAID,PAID,SERVICES,WEST
INV-04830,CUS-0384,2022-07-26,2022-09-09,,60109.54,23643.69,36465.85,569,90+,PARTIAL,MAINTENANCE,SOUTH
INV-04831,CUS-0343,2023-10-02,2023-11-16,2023-11-12,24857.56,24857.56,0.0,0,PAID,PAID,SERVICES,NORTH
INV-04832,CUS-0104,2024-01-23,2024-03-23,2024-03-18,2705.49,2705.49,0.0,0,PAID,PAID,HARDWARE,EAST
INV-04833,CUS-0137,2024-02-12,2024-04-12,2024-04-07,3576.2,3576.2,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-04834,CUS-0243,2023-06-11,2023-07-26,,15374.55,0.0,15374.55,249,90+,OVERDUE,SERVICES,WEST
INV-04835,CUS-0474,2023-05-04,2023-07-03,2023-06-29,2082.55,2082.55,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-04836,CUS-0070,2023-09-05,2023-10-05,2023-10-10,6360.34,6360.34,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-04837,CUS-0044,2022-05-14,2022-06-13,,2154.28,783.17,1371.11,657,90+,PARTIAL,SOFTWARE,NORTH
INV-04838,CUS-0430,2022-06-11,2022-08-10,2022-08-10,2388.14,2388.14,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-04839,CUS-0418,2022-07-05,2022-08-04,2022-08-04,3739.63,3739.63,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-04840,CUS-0091,2023-01-06,2023-02-05,2023-02-15,1236.99,1236.99,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-04841,CUS-0104,2023-07-17,2023-09-15,2023-09-11,14087.57,14087.57,0.0,0,PAID,PAID,HARDWARE,WEST
INV-04842,CUS-0028,2023-07-22,2023-09-05,2023-09-01,1875.07,1875.07,0.0,0,PAID,PAID,SOFTWARE,WEST
INV-04843,CUS-0278,2022-05-11,2022-06-25,,977.2,517.73,459.47,645,90+,PARTIAL,MAINTENANCE,EAST
INV-04844,CUS-0152,2023-04-18,2023-06-02,2023-06-01,1878.41,1878.41,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-04845,CUS-0348,2022-04-11,2022-05-11,2022-05-22,1637.17,1637.17,0.0,0,PAID,PAID,SERVICES,EAST
INV-04846,CUS-0133,2023-04-24,2023-06-08,2023-07-01,20365.63,20365.63,0.0,0,PAID,PAID,MAINTENANCE,EAST
INV-04847,CUS-0449,2023-06-30,2023-07-30,,3376.16,1130.32,2245.84,245,90+,PARTIAL,HARDWARE,EAST
INV-04848,CUS-0231,2022-11-27,2022-12-27,,2598.79,1180.65,1418.14,460,90+,PARTIAL,SOFTWARE,WEST
INV-04849,CUS-0449,2023-11-20,2023-12-20,2023-12-20,3983.67,3983.67,0.0,0,PAID,PAID,HARDWARE,WEST
INV-04850,CUS-0481,2024-02-03,2024-03-19,2024-03-18,40197.27,40197.27,0.0,0,PAID,PAID,SERVICES,WEST
INV-04851,CUS-0252,2022-12-19,2023-01-18,,46874.48,15411.23,31463.25,438,90+,PARTIAL,SERVICES,WEST
INV-04852,CUS-0370,2022-05-10,2022-06-24,2022-06-24,15134.48,15134.48,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-04853,CUS-0461,2023-10-19,2023-12-18,2023-12-13,17254.52,17254.52,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-04854,CUS-0150,2023-02-24,2023-04-10,2023-04-06,433.25,433.25,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-04855,CUS-0080,2022-04-23,2022-06-07,2022-06-06,1031.3,1031.3,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-04856,CUS-0018,2023-02-02,2023-03-04,2023-03-25,5115.34,5115.34,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-04857,CUS-0362,2022-10-20,2022-11-19,2022-11-15,5613.98,5613.98,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-04858,CUS-0499,2022-08-17,2022-10-16,2022-10-12,3477.95,3477.95,0.0,0,PAID,PAID,SOFTWARE,WEST
INV-04859,CUS-0245,2023-07-04,2023-09-02,2023-09-04,7424.27,7424.27,0.0,0,PAID,PAID,SERVICES,WEST
INV-04860,CUS-0402,2022-08-16,2022-09-15,,5740.95,0.0,5740.95,563,90+,OVERDUE,HARDWARE,EAST
INV-04861,CUS-0102,2023-04-07,2023-06-06,2023-06-05,1725.38,1725.38,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-04862,CUS-0343,2023-07-24,2023-09-07,2023-09-05,2751.69,2751.69,0.0,0,PAID,PAID,SOFTWARE,WEST
INV-04863,CUS-0050,2023-01-18,2023-03-04,2023-02-28,2555.74,2555.74,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-04864,CUS-0385,2022-04-08,2022-05-08,2022-05-06,40430.66,40430.66,0.0,0,PAID,PAID,SERVICES,EAST
INV-04865,CUS-0397,2022-11-14,2023-01-13,2023-01-13,5515.07,5515.07,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-04866,CUS-0439,2022-05-10,2022-06-24,2022-06-26,631.63,631.63,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-04867,CUS-0330,2022-06-13,2022-08-12,,22666.15,0.0,22666.15,597,90+,OVERDUE,MAINTENANCE,SOUTH
INV-04868,CUS-0437,2023-01-04,2023-03-05,2023-03-05,82996.79,82996.79,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-04869,CUS-0091,2022-04-19,2022-05-19,,3406.26,0.0,3406.26,682,90+,OVERDUE,SERVICES,NORTH
INV-04870,CUS-0055,2022-08-02,2022-09-16,2022-09-11,2463.62,2463.62,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-04871,CUS-0155,2023-10-29,2023-12-28,2023-12-23,2710.58,2710.58,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-04872,CUS-0474,2022-04-01,2022-05-31,2022-05-31,5743.21,5743.21,0.0,0,PAID,PAID,SERVICES,EAST
INV-04873,CUS-0315,2023-11-08,2024-01-07,2024-01-07,10605.55,10605.55,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-04874,CUS-0126,2023-11-24,2024-01-23,2024-02-10,404.11,404.11,0.0,0,PAID,PAID,SOFTWARE,NORTH
INV-04875,CUS-0061,2023-10-29,2023-12-28,2024-01-11,908.94,908.94,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-04876,CUS-0421,2022-06-29,2022-08-28,2022-08-23,86374.26,86374.26,0.0,0,PAID,PAID,SERVICES,EAST
INV-04877,CUS-0314,2023-11-27,2024-01-26,2024-01-22,2085.55,2085.55,0.0,0,PAID,PAID,HARDWARE,WEST
INV-04878,CUS-0428,2023-06-09,2023-07-24,2023-07-20,15841.48,15841.48,0.0,0,PAID,PAID,HARDWARE,NORTH
INV-04879,CUS-0445,2023-05-31,2023-07-15,2023-07-13,2236.18,2236.18,0.0,0,PAID,PAID,HARDWARE,SOUTH
INV-04880,CUS-0178,2022-07-03,2022-08-17,2022-08-15,70623.32,70623.32,0.0,0,PAID,PAID,SOFTWARE,EAST
INV-04881,CUS-0333,2022-05-27,2022-07-26,2022-07-23,930.49,930.49,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-04882,CUS-0294,2023-07-01,2023-08-30,2023-09-20,13845.81,13845.81,0.0,0,PAID,PAID,SERVICES,WEST
INV-04883,CUS-0160,2023-05-04,2023-06-18,2023-06-15,593.34,593.34,0.0,0,PAID,PAID,SERVICES,WEST
INV-04884,CUS-0105,2023-07-27,2023-09-10,2023-09-10,3694.72,3694.72,0.0,0,PAID,PAID,MAINTENANCE,NORTH
INV-04885,CUS-0373,2024-03-08,2024-04-22,2024-04-17,7578.12,7578.12,0.0,0,PAID,PAID,SERVICES,SOUTH
INV-04886,CUS-0494,2023-07-09,2023-09-07,2023-09-04,1911.28,1911.28,0.0,0,PAID,PAID,MAINTENANCE,WEST
INV-04887,CUS-0119,2022-06-06,2022-07-06,2022-07-03,327.11,327.11,0.0,0,PAID,PAID,SOFTWARE,SOUTH
INV-04888,CUS-0467,2022-10-11,2022-11-25,2022-11-23,6860.51,6860.51,0.0,0,PAID,PAID,HARDWARE,WEST
INV-04889,CUS-0225,2023-06-15,2023-07-30,2023-08-22,676.24,676.24,0.0,0,PAID,PAID,SOFTWARE,EAST
